"out1","pred1"
-5.63977906664983,0.738324705129217
-4.37798948176068,0.575781351653492
0.754397811817671,-0.305388387156356
7.52791624106002,1.51178116845085
1.11762596946904,0.389843236411431
-1.45070037567891,-0.621240580541804
-1.21030488039481,-2.2146998871775
-4.75045067166468,1.12493091814311
0.430262957802975,-0.0449336090152309
-3.13874270144237,-0.0161902630989461
0.631899969102442,0.943836210685299
-2.54965939915888,0.821221195098089
7.92845905345505,0.593901321217509
4.96907964828296,0.918977371608218
-5.6287041623159,0.782136300731067
-0.374598960590151,0.0745649833651906
-5.80655349123474,-1.98935169586337
-8.77074118442305,0.61982574789471
-2.5521112725473,-0.0561287395290008
-0.147498378841344,-0.155795506705329
-0.757399999463886,-1.47075238389927
3.10113018584203,-0.47815005510862
-5.92020625314725,0.417941560199702
-7.32635532513734,1.35867955152904
3.20732792986535,-0.102787727342996
