"pred2","pred3"
0.387671611559369,-1.04413462631653
-0.0538050405829051,0.569719627442413
-1.37705955682861,-0.135054603880824
-0.41499456329968,2.40161776050478
-0.394289953710349,-0.0392400027331692
-0.0593133967111857,0.689739362450777
1.10002537198388,0.0280021587806661
0.763175748457544,-0.743273208882405
-0.164523596253587,0.188792299514343
-0.253361680136508,-1.80495862889104
0.696963375404738,1.46555486156289
0.556663198673657,0.153253338211898
-0.68875569454952,2.17261167036215
-0.70749515696212,0.475509528899663
0.36458196213683,-0.709946430921814
0.768532924515416,0.610726353489055
-0.112346212150228,-0.934097631644252
0.881107726454215,-1.2536334002391
0.398105880367068,0.291446235517463
-0.612026393250771,-0.443291873218433
0.341119691424425,0.00110535163162413
-1.12936309608079,0.0743413241516641
1.43302370170104,-0.589520946188072
1.98039989850586,-0.568668732818502
-0.367221476466509,-0.135178615123832
