"out1","pred1","pred2","pred3","pred4"
0,-0.626453810742332,1.35867955152904,2.40161776050478,-0.54252003099165
0,0.183643324222082,-0.102787727342996,-0.0392400027331692,1.20786780598317
0,-0.835628612410047,0.387671611559369,0.689739362450777,1.16040261569495
0,1.59528080213779,-0.0538050405829051,0.0280021587806661,0.700213649514998
0,0.329507771815361,-1.37705955682861,-0.743273208882405,1.58683345454085
0,-0.820468384118015,-0.41499456329968,0.188792299514343,0.558486425565304
1,0.487429052428485,-0.394289953710349,-1.80495862889104,-1.27659220845804
0,0.738324705129217,-0.0593133967111857,1.46555486156289,-0.573265414236886
0,0.575781351653492,1.10002537198388,0.153253338211898,-1.22461261489836
0,-0.305388387156356,0.763175748457544,2.17261167036215,-0.473400636439312
0,1.51178116845085,-0.164523596253587,0.475509528899663,-0.620366677224124
1,0.389843236411431,-0.253361680136508,-0.709946430921815,0.0421158731442352
0,-0.621240580541804,0.696963375404737,0.610726353489055,-0.910921648552446
1,-2.2146998871775,0.556663198673657,-0.934097631644252,0.158028772404075
0,1.12493091814311,-0.68875569454952,-1.2536334002391,-0.654584643918818
0,-0.0449336090152309,-0.70749515696212,0.291446235517463,1.76728726937265
0,-0.0161902630989461,0.36458196213683,-0.443291873218433,0.716707476017206
0,0.943836210685299,0.768532924515416,0.00110535163162413,0.910174229495227
0,0.821221195098089,-0.112346212150228,0.0743413241516641,0.384185357826345
0,0.593901321217509,0.881107726454215,-0.589520946188072,1.68217608051942
0,0.918977371608218,0.398105880367068,-0.568668732818502,-0.635736453948977
0,0.782136300731067,-0.612026393250771,-0.135178615123832,-0.461644730360566
0,0.0745649833651906,0.341119691424425,1.1780869965732,1.43228223854166
1,-1.98935169586337,-1.12936309608079,-1.52356680042976,-0.650696353310367
0,0.61982574789471,1.43302370170104,0.593946187628422,-0.207380743601965
0,-0.0561287395290008,1.98039989850586,0.332950371213518,-0.392807929441984
0,-0.155795506705329,-0.367221476466509,1.06309983727636,-0.319992868548507
1,-1.47075238389927,-1.04413462631653,-0.304183923634301,-0.279113302976559
0,-0.47815005510862,0.569719627442413,0.370018809916288,0.494188331267827
0,0.417941560199702,-0.135054603880824,0.267098790772231,-0.177330482269606
