"out1","pred1","pred2","pred3","pred4"
0,0.878673262560324,-1.59328630152691,-1.34413012337621,1.69277379447271
0,-0.144874874029881,0.847792797247769,-1.52315577106209,0.642132717206933
0,0.468971760074208,-1.85038884866061,-0.421968210382174,1.28223303234921
0,0.376235477129484,-0.323650631690314,1.36092446408098,0.140546973547383
1,-0.761040275056481,-0.255248112503172,1.75379484533487,-1.11250268318057
0,-0.293294933750864,0.0609212273067499,1.56836473435279,-0.339676971961898
1,-0.134841264407518,-0.823491629018878,1.29675556994775,-1.66476463926247
0,1.39384581617302,1.82973048483604,-0.237596251443612,0.928851761720271
1,-1.03698868969829,-1.4299162157815,-1.22415013568071,1.41682683471578
1,-2.11433514780366,0.254137143004585,-0.327812680140072,-0.0627207776270142
1,0.768278218204398,-2.93977369533598,-2.41245027627225,-0.980902336097871
0,-0.816160620753485,0.00241580894347513,-0.31379287344339,1.08715025123701
0,-0.436106923160574,0.509665571261936,1.65987870464572,0.139327026560686
0,0.904705031282809,-1.08472000111396,0.130953100607517,-0.386272097673785
0,-0.763086264548317,0.704832976877566,1.09588868268958,1.12358542318002
1,-0.341066979637804,0.330976349994212,0.489340956943913,-0.759845657357593
0,1.50242453423459,0.976327472976372,-0.778910295448653,1.14895910322903
0,0.5283077123164,-0.843339880398736,1.74355935292935,-0.84247625893675
0,0.542191355464308,-0.970579904862913,-0.0783872853310662,0.391413340392769
1,-0.136673355717877,-1.77153134864293,-0.975553792522548,0.891377242318638
1,-1.13673385330273,-0.322470341645949,0.0706598247385691,-1.33525871255432
1,-1.49662715435579,-1.3388007423545,-1.5185995288232,0.398123477834933
1,-0.223385643556595,0.688156028146055,0.863779032791318,-0.111586802948826
0,2.00171922777288,0.0712806522505788,0.501568385364368,0.675743916642286
0,0.221703816213622,2.18975235927918,-0.354781329646987,-0.788597935379218
0,0.164372909246388,-1.15770759930148,-0.48842888759119,-0.0869863340574937
0,0.33262360885001,1.18168806409233,0.936293947292698,1.38228400775579
0,-0.385207999091431,-0.527368361608178,-1.06240838642214,0.168490163808026
1,-1.39875402655789,-1.45662801131076,-0.983820871704388,0.823190948275118
0,2.67574079585182,0.572967370493168,0.424247877020078,-0.220894597616442
0,-0.423686088681983,-1.43337770467221,-0.451313480552634,-1.02939165471471
1,-0.298601511933064,-1.0551850185265,0.925084796723901,-0.0109256908471287
1,-1.79234172685298,-0.733111877421952,-0.198620809812313,-1.22499115544077
1,-0.248008225068098,0.210907264251298,1.1948510169004,-2.59611138844997
1,-0.247303918374605,-0.99892072706101,0.495544705180151,1.16912259199149
1,-0.255510378526346,1.07785032320562,-2.24515257409297,-1.08690881697743
1,-1.78693810009257,-1.19897438250787,-1.33537136041822,-1.82608301264641
0,1.78466281602476,0.216637035184711,1.28277520617769,0.995281807292567
0,1.76358634774588,0.143087029788927,0.690795904173712,-0.0118617814307389
0,0.689600221934096,-1.06575009105298,-0.967062667858309,-0.599628394751609
1,-1.10074064442392,-0.428623410701779,-1.34579368502011,-0.177947986602105
0,0.714509356897811,-0.656179476771346,1.03366538931573,-0.425981341802302
0,-0.246470316934021,0.959394326857613,-0.811776459663054,0.996658776455071
0,-0.319786165927205,1.55605263610222,1.80172547861817,0.727660708501531
0,1.3626442929547,-1.04079643378825,1.77154196037941,-1.72663059586351
0,-1.22788258998268,0.930572408540247,-1.45469136980239,0.35339849564175
0,-0.511219232750473,-0.0754459310121911,-0.845654312575637,0.726813665899557
1,-0.731194999064964,-1.96719534905096,-1.25047965932418,0.668260975976705
1,0.0197520068767907,-0.755903642645193,0.667288067904176,-2.42431730928421
1,-1.57286391470999,0.461149160506762,-1.29076968763763,-0.235357425015276
0,-0.703333269828288,0.145106631047872,-2.03500353846891,1.97963332091796
0,0.715932088907665,-2.44231132108142,2.02134699449252,0.796794538639531
0,0.465214906423109,0.580318685451573,1.00597348761217,-1.70927618064586
0,-0.973902306404292,0.655051998486745,0.817123601225002,-1.66366871188344
0,0.559217730468333,-0.304508837259419,-0.663988283577244,0.49110955231555
1,-2.43263974540567,-0.707568232617297,-0.0112812312503971,-0.174055485572285
0,-0.340484926702145,1.97157201447823,0.619677256209794,0.961290563877483
0,0.713033194850233,-0.0899986806477491,-1.2812387419642,0.293826661677307
0,-0.659037386489128,-0.0140172519319242,-0.124261326376048,0.0809993635091707
0,-0.0364026225664853,-1.12345693711015,0.175741654501771,0.183661842799281
