"V2_1","V3_1","V1_2"
-0.861154353691036,-0.77695481175809,-0.170464674983922
0.396964681819689,-0.0793774026208691,1.59815319818886
-0.825789312250122,1.12870167336359,1.1194127619317
-0.864672703820913,1.08286415529544,0.30173681100308
-1.44938094365708,-0.896535863695983,-0.660638717484038
0.0774082927911475,-0.242361514792535,-0.350507073614925
1.5464274490308,-0.447805878483914,1.4737344100598
0.893669216648305,-2.39812587583492,-2.17715706534417
-0.39024529063101,0.122380694140992,-0.317792297479121
0.781857376438063,-0.564018587861628,1.08690431229157
1.10154604697526,0.224650054668584,1.99409700706298
0.12931407881444,0.338052273783438,-1.34863797850848
1.43849488127382,0.110909177347228,-0.380842483696729
0.0404606353201605,-2.63654434519019,-0.431638809953661
0.220414154625752,0.0696145933999436,0.206865133049202
-0.384067709969861,1.72338374729857,0.936608010217504
-0.547674632466828,-0.125599322674171,-0.695428241753214
-2.34450857856835,0.737637457630811,-1.8594771973467
-0.722107496908579,-0.128973079826158,0.257026986962181
0.154566603049222,2.10649290942423,0.451590448936862
-1.65057084143607,1.19887935790476,2.48255760082628
0.172826776111329,-0.237621165620418,-0.756832089596649
0.0395573792010566,0.0130768048691968,-0.0575512043910137
0.292401999719008,-2.32568428628182,1.84621771826176
1.45613728392231,-0.885403039294996,-1.55093648811037
1.40363328747761,0.430710528374267,0.516634393305122
0.817687335179902,-0.973610535770601,1.43002947114266
-0.45972115335625,1.30073195870316,0.327966523688155
0.34450961737522,0.434877853270097,0.157188188816471
1.29460475579036,1.95674030046617,-0.253595674231249
0.910746401463455,-1.72036783511304,-1.99010550710634
-1.35048837850113,-1.30056056876502,2.18770669455777
0.945166453530383,-0.531933964780625,-0.665166251766861
0.743158662043397,-1.18626671838632,1.30033964083243
0.530204689242891,-0.0767637867291192,0.189748098701619
0.53245545059523,0.663135712495589,0.316614572805339
-0.412754467833654,-1.43115568223651,-0.313330146765526
0.61569543253871,0.182271643045118,-0.872622930919869
-1.61455991060173,-0.0195379162946956,0.700104192055203
0.380235938160686,-0.895501318078742,0.391878926413092
-0.349091801170662,0.951632653009173,1.06005321742564
0.199083567728398,1.8361990765986,1.50149813150535
-0.309379460822812,0.66575677586741,0.14362450286556
-1.45301572048831,-1.28150050804026,0.147508686660605
1.59200945357838,1.02219380012826,-1.99921493558573
-0.103169821884268,0.138734399850992,-1.44962534807649
-0.626751718708605,-1.0764036776645,-0.148302759271541
-1.02994730741061,0.226982475866095,-1.5686356179318
1.20018065427009,-1.27349063888858,-0.197128836915295
-0.321097456048756,-0.0605303949100988,-1.18839054324837
0.499873416182309,0.0630598754794455,-0.896857137168917
-0.0802116438496243,-0.522446492442208,-0.788896116394049
-1.50809562742326,0.287982120842485,1.40834235268077
-0.178041363689407,1.15443493286629,-1.72123728791157
0.695076456072906,2.21159444582387,0.094351323111707
0.721595859211295,-0.134313874251593,-0.814161672263475
-1.20254978856872,-0.458326676132365,0.333709408116972
-0.892319716215957,0.084449832737001,0.292790747817466
-0.525790848132115,-2.37472387513057,-0.697389571796759
0.780795929222332,1.10776155591642,-0.310908224577146
0.909970484836917,1.35849768872832,0.686107351656985
1.89499622644775,-0.326373302100922,-1.15005268521564
-0.4844061123544,0.418988865238407,-1.88419487961278
0.637118022617967,0.422782434798525,0.568168999308076
-0.128404099541122,-0.427193655597419,-0.368614744368725
-0.757414699475694,-1.19326213566777,1.26760118597996
-1.33080755204947,1.38776508082583,3.70586716516309
0.598760342689881,0.0084513410567979,-1.5857707842846
-0.617847994730401,-1.8296253226299,-0.474305141060095
0.170640466376822,0.638208902629619,0.385756947182075
0.246215604828619,-0.221212347210465,-0.68524486811078
3.08099089236021,-0.24634885984054,-0.0846796545926295
0.261083810048202,0.558038469337445,1.83589236718127
0.134772545521281,-0.297487213937176,-0.704817284683403
-0.503382830383557,0.891577383105006,0.590538022687442
-1.18366933900661,1.70656974600869,0.502046873591099
1.99740169854461,-0.362070316334583,0.98418290472827
1.18831256927408,1.60299680631655,1.02447643720025
1.33788182591918,0.493002408955631,0.155021858298284
0.569607187672146,0.737486337366696,-0.151011987463975
1.26806942997661,0.759685440837969,-0.854703143172234
-0.230609292064293,0.898986769679088,-1.27547402395281
1.41133205987833,-0.0418283139937393,-0.552346181294855
0.264670984682597,0.41327417802482,-0.420209258260635
-0.0398155157614413,1.36484673324657,1.28740232059224
-0.144042535766297,-0.0137043005732586,-0.840322893972228
-0.408540696444659,0.473703801409891,-0.101564932033286
0.051784973929144,1.19025675456323,-0.972970936155532
0.73409246441781,-0.68785134391202,-0.0278410683124527
0.537202978623969,0.636493303954966,-0.619259306870379
-0.308726088509735,-0.843100872497842,-0.0123561882601545
-1.08644295994267,-0.50489331825826,-0.0120175952933563
0.100470135073409,-1.48010539175686,-0.186403749237264
